Siruta,Locality,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
20563,MUNICIPIUL  ONESTI,18900000,565858,39500000,740000,1786384,44300000,30100000,2299750,10500000,144474,37600000,7763592,2894647
20876,MUNICIPIUL  MOINESTI,9353668,499392,19800000,594000,4854738,27200000,9210030,1947927,6561898,1114505,17600000,3428120,4161400
20778,ORASUL  BUHUSI,3842870,1277161,10900000,1720000,475190,13000000,5484308,1270123,2707572,846651,9350487,874736,536401
20821,ORASUL COMANESTI,6439662,745605,16200000,983000,4371142,19600000,6057486,1349296,3194360,946772,14100000,9219035,979944
22166,ORASUL  DARMANESTI,1544689,1395210,8416675,1887000,2654873,9317526,4176323,1312168,2322405,376651,7701571,127520,356421
20910,ORASUL  SLANIC  MOLDOVA,575250,550675,2402218,843960,232709,3448575,2878043,260409,2320245,278089,1880813,0,535128
20965,ORASUL  TG. OCNA,4473608,258629,10500000,563750,2756373,10900000,5673641,998628,4145097,312378,9743942,254894,1345856
21007,COMUNA  AGAS,337953,808252,2969669,1132500,979972,3230570,1324454,929976,1011490,83649,2464202,0,194083
21098,COMUNA  ARDEOANI,342798,352711,1127362,456500,522224,1458896,594304,241449,891106,51027,901021,0,14351
21123,COMUNA  ASAU,561764,796147,3133349,1117000,681999,4101475,1545556,259566,1334951,293833,2334981,0,150081
21196,COMUNA  BALCANI,299194,1013947,3898059,1413500,1531259,4577887,2521990,417618,1367967,236488,3313767,2484,390047
21249,COMUNA  BERESTI-BISTRITA,252601,455055,1080507,600000,1368725,1326865,781146,237334,708763,0,1117809,76700,31341
21338,COMUNA  BERESTI-TAZLAU,368432,765415,3865519,1079500,1044157,4356030,1453248,438181,1237399,230713,3829523,0,135794
21418,COMUNA  BERZUNTI,196463,763468,2609052,1110000,2556889,2778951,1198036,462393,981445,114866,2168656,50325,236322
21454,COMUNA  BARSANESTI,187086,623904,2079712,879600,2071279,2336872,1387466,355975,913982,58428,2459257,27540,0
21506,U. A. T.  BLAGESTI,1523389,861824,4071027,1222500,3586969,4693010,2892453,474911,2378713,221740,3369462,43138,285265
21560,COMUNA  BOGDANESTI,1073467,349538,1138430,473500,2605194,1452659,980976,292172,794308,9262,1171450,0,87334
21597,COMUNA  BRUSTUROASA,152872,526074,1764776,733500,321870,2118575,864327,459240,751507,353740,1502258,0,111948
21668,COMUNA  BUHOCI,215893,671899,2463367,944500,8708,2659592,685266,146858,665785,5097,2187416,0,100000
21720,COMUNA  CASIN,379463,534046,1330279,705500,1570547,1651773,1069588,381080,1047589,4969,1068209,0,215594
21757,U. A.T. COMUNA  CAIUTI,425095,692290,2213428,988000,3797320,2755237,1439045,322800,1107121,155031,2026559,15157,421840
21855,COMUNA  CLEJA,267580,862958,3363806,833000,191001,3707772,1403084,445407,924229,115126,2782215,9988,115440
21891,COMUNA  COLONESTI,107657,504129,2025354,682000,311360,2327006,788349,202355,784836,10173,1791692,0,57455
21971,COMUNA  CORBASCA,167391,745839,3236774,1057500,327089,3248819,1298811,339203,1730190,2926,3228815,0,111770
22059,COMUNA  COTOFANESTI,133475,574042,2056368,791500,3751658,2489229,996233,312151,1327194,116036,1812867,0,71241
22111,COMUNA  DAMIENESTI,115685,486946,1112408,679000,1712015,1479007,653779,121583,885603,43637,882405,0,57817
22237,COMUNA  DEALU MORII,176838,504996,1630000,711500,96121,2038661,925609,143938,979439,66049,1297536,0,241458
22380,COMUNA   DOFTEANA,807315,1145870,5854321,1616500,2494340,6079949,3360087,1049042,1845353,274660,4894752,0,320072
22460,COMUNA  FARAOANI,237235,701843,2455986,1106150,2393766,2918336,1032184,184504,831449,114336,1913162,0,47733
22488,COMUNA  FILIPENI,94073,428710,1767316,605000,140466,1891432,602243,359128,1242079,56006,1462328,0,63339
22576,COMUNA  FILIPESTI,693775,509123,2253456,763000,1748015,2612977,1213585,327045,1050218,74110,2420117,5195,248400
22665,COMUNA  GAICEANA,110175,523994,1740000,738000,3985892,2067498,632091,228545,819151,112330,2034782,15953,39369
22718,COMUNA  GHIMES-FAGET,452350,616589,4815928,827000,266108,4997512,1316542,395498,1070308,0,4768355,0,635461
22781,COMUNA  GARLENI,556779,759204,3580156,1066000,7440,4191188,2567767,118109,1702511,113531,2705474,0,135498
22834,COMUNA  GLAVANESTI,136776,530310,1693000,709500,4065953,2230755,651561,83347,753843,101591,1509751,8659,77565
20607,U. A. T. COMUNA  GURA VAII,147250,727105,2568745,979000,951423,2889024,1078127,540052,1187552,100721,2232378,55757,409450
22898,COMUNA  HELEGIU,248176,878244,3396361,1287000,1575614,3625656,1202354,782233,996474,219763,2652235,0,488202
20313,COMUNA  HEMEIUSI,2324198,233553,2533627,307000,30434,3036289,1329462,221579,1322550,134317,2431479,0,121629
22941,COMUNA  HORGESTI,174670,750627,3583972,1090000,138849,3285399,991315,779068,828744,12817,3259202,0,57172
23047,COMUNA  HURUIESTI,156181,514916,1201860,695000,1878237,1286739,518737,249754,519172,5854,1061796,0,58186
23127,COMUNA  IZVORUL BERHECIULUI,66198,345514,1049173,444000,19868,1295170,588222,168527,752923,6182,975803,4366,69476
20359,COMUNA  LETEA VECHE,940485,644373,2396458,899000,1738419,3441552,2135053,271846,2195357,254014,1956030,0,56563
23207,COMUNA  LIPOVA,151674,582830,2390255,828000,2811240,2877432,606287,276377,843430,86765,2036897,30134,113633
23289,COMUNA  LIVEZI,320375,687686,2637407,966500,949879,3139781,1466624,623743,1631294,31995,2329595,0,127127
23350,COMUNA  LUIZI CALUGARA,181355,669111,1845866,941500,3092111,1967972,927457,446664,858078,36004,1588490,0,94033
23387,COMUNA  MAGIRESTI,206699,603276,1574400,799000,1658492,2615195,1481494,170936,1450469,0,1393917,0,68877
20411,COMUNA  MAGURA,634238,467077,1793966,604000,528,2044088,783271,333078,894340,38486,1489537,0,123395
20466,COMUNA  MARGINENI,1081517,1081695,3420613,1503000,1842421,4093804,1955348,448736,2036310,0,2756820,0,247101
23449,COMUNA  MANASTIREA CASIN,343190,671715,2287444,928000,1930898,2525139,1056854,375680,729409,34611,2177759,0,51953
23494,COMUNA  MOTOSENI,300514,562489,2312584,803500,3425278,2628638,1077971,236536,908214,3751,2114413,34876,67560
23644,COMUNA  NEGRI,155111,492024,1637437,693500,3878447,2398903,733724,125780,1145398,0,1217455,0,44005
23715,COMUNA  NICOLAE BALCESCU,1569557,890713,4652419,1202000,3453788,5335050,1790070,406785,1400970,115515,3792773,19214,371873
23797,COMUNA  OITUZ,785099,804484,4191400,1128500,119061,4699741,2392906,859983,1574721,142877,3893338,0,437013
23868,COMUNA  ONCESTI,84045,377116,1125143,540000,107553,1684061,629993,88596,894650,72049,910228,0,47348
23948,COMUNA  ORBENI,206623,578173,2092561,752000,704774,2414099,1055690,298433,895505,21504,2200566,0,116616
23975,COMUNA  PALANCA,172397,587829,2075319,815500,522896,2591055,1298314,126306,852707,60159,2503612,0,108599
24034,COMUNA  PARAVA,123020,523127,1791573,728500,30272,1851548,727381,425383,670604,33626,1506465,0,61225
24089,U. A.T. A COMUNEI  PARINCEA,246816,637640,3192602,902500,69369,3597631,1269093,106753,1359393,10935,2988216,0,26151
24187,COMUNA  PANCESTI,175461,635824,3146874,909500,18600,3390971,1068039,293166,836009,0,2491851,0,176693
24276,COMUNA  PARGARESTI,164104,658244,2240713,874000,123721,2358737,802846,376739,691037,14728,2007538,36145,630052
24338,COMUNA  PARJOL,328232,811753,2999509,1097000,1095935,3731882,2179179,605189,1437520,59570,2190528,2891,155316
24427,COMUNA  PLOPANA,141935,579751,1926727,712000,2597051,2159258,718250,338312,1268947,61712,1672011,29745,84668
24524,COMUNA  PODU TUCULUI,1162439,683158,4970008,898000,84079,5374266,2183753,374357,2054899,67234,4415987,33266,36185
24631,COMUNA  PODURI,575165,1088196,3425092,1537000,353454,3894518,1717375,500732,1371010,184013,3288078,0,132575
24711,COMUNA  RACOVA,351654,483735,1639834,650500,16163,1856640,909238,260133,670307,0,1480098,0,43237
24766,COMUNA  RACACIUNI,995639,877294,4758926,1229500,167159,5123378,2279594,576835,1434691,90394,4000590,0,299311
24999,COMUNA  ROSIORI,91023,471158,1557025,657000,714660,1766565,575053,113334,969551,0,1328210,0,53713
24837,COMUNA  RACHITOASA,388848,658769,3877221,885500,155677,3926763,1266178,450326,914820,67369,3805867,875,57668
25068,COMUNA  SASCUT,891234,1064301,6284459,2785710,63376,6409792,2468260,841263,1220065,74162,5909955,7848,504790
25148,COMUNA  SANDULENI,162978,722868,2626209,999500,792782,2874822,737938,277730,777233,38336,2372705,0,304453
25228,COMUNA  SAUCESTI,635860,684344,2394390,948900,2073927,2954615,1541193,464722,1966765,98319,2044239,0,307880
25291,COMUNA  SCORTENI,123502,490156,1128980,685100,25368,1278178,563000,397754,705032,0,963892,0,1214445
25362,COMUNA  SECUIENI,113519,443845,1191523,664000,74954,1529412,925406,210098,932264,63051,1213879,0,183321
25488,COMUNA  SOLONT,269330,511679,1807670,720500,941664,2311899,1222141,209951,1076208,74653,1571110,0,74902
25521,CONSILIUL LOCAL  STANISESTI,194285,743628,3062800,1039500,3417130,3600821,1451283,225592,1140888,122301,2765318,0,181317
20670,COMUNA  STEFAN CEL MARE,350772,823487,1963118,1091000,2512913,2483654,1777559,442700,1428066,269880,1738853,0,391375
25629,COMUNA  STRUGARI,110395,556070,1558431,753500,49556,2129067,969803,164329,912201,43128,1489991,0,50000
25692,COMUNA  TAMASI,144537,558806,1737823,780000,948568,2083391,841672,268169,1276186,21298,1657850,0,504242
25745,COMUNA  TATARASTI,96870,535072,1307979,722500,2476591,1705359,607587,185652,716347,1569,1136154,0,72858
25825,COMUNA  TIRGU TROTUS,803758,551672,2622768,788000,486823,2951395,1848303,282364,1109905,30300,2133097,0,231499
25861,COMUNA  TRAIAN,363462,417953,1457556,550000,1710939,1665187,791941,361178,741332,54158,1185984,0,181542
25932,COMUNA  UNGURENI,216126,603696,2931526,884000,958249,3066958,1175023,396180,1406697,144974,2487799,15000,187000
26029,U. A. T.  URECHESTI,179121,574279,1471227,745000,104615,1841133,785741,224065,987973,70947,1299535,0,609271
26083,COMUNA  VALEA SEACA,318232,584751,1516284,840000,1290453,1769215,679466,371805,808831,29472,1713185,42808,417357
26118,COMUNA  VULTURENI,105367,410375,1431000,535000,1746,1786982,820591,156586,788738,57060,1253717,0,67923
26289,COMUNA  ZEMES,2216543,156772,2698717,195500,370742,3545737,2157953,355729,988396,247220,2632998,0,1009533
26320,COMUNA  SARATA,488360,387772,978412,491000,2877297,1427064,877683,52533,857881,25100,892036,0,86621
26338,COMUNA  BUCIUM,132796,556912,1707713,792000,1333422,1938718,1061119,204844,1033665,3468,1480762,0,231221
26346,COMUNA  GIOSENI,142453,555900,2360607,738500,87304,2672644,754083,205542,930202,12806,1925997,0,16395
26353,COMUNA  ODOBESTI,87064,440188,1396318,631900,56003,1630825,774790,170543,685785,81125,1512100,0,22457
26361,COMUNA  PRAJESTI,160395,432373,898224,588500,30430,1132655,454627,100740,675416,19278,775372,0,158589
26379,COMUNA  ITESTI,254251,293230,846351,371000,78730,1273336,616027,85131,725073,26291,811634,30336,270791
26804,BEIUS,7077529,550722,15500000,297000,324926,16800000,5611482,746606,4550180,67949,15200000,1654185,2054970
26877,MARGHITA,7882948,872501,15000000,181000,49339,16400000,10100000,1093355,3613462,508194,14300000,462054,3018611
26564,ORADEA,154000000,2148509,156000000,33000000,40400000,158000000,92100000,17200000,36400000,4669904,151000000,7501225,49400000
26975,SALONTA,9204482,1501581,15100000,749000,331356,15100000,7301332,1597519,2724423,14190,15400000,693790,1109856
26699,ALESD,4821805,706096,10200000,348000,708709,10700000,3964873,695571,3051332,41897,9993212,781579,1234501
26920,NUCET,721612,695292,1231363,169000,36363,2073533,1232143,133295,1178037,9219,941560,0,149931
30915,SACUIENI,2040041,2641166,9230164,1652000,2301336,9504748,5175528,842385,4668505,6522,15000000,127623,862611
26840,STEI,3432268,564763,8601739,1308610,362136,9479072,2554666,423603,1842521,5469,8244733,693512,1401051
32027,VALEA LUI MIHAI,5498530,347149,7482933,740060,8250126,7988495,4383674,362600,2777190,0,6637143,245000,1428419
27007,VASCAU,275981,638175,1346632,558000,924988,2222293,1401655,93723,1052397,225147,849274,43791,159809
27070,ABRAM,418263,795493,1581176,571000,38430,1843155,2039087,283408,888654,9998,1512579,19975,433522
27169,ABRAMUT,537198,469044,1557373,373000,176548,1706599,1020736,131693,799404,0,1313995,31824,216936
26742,ASTILEU,757248,771910,1829090,1207130,1068487,2270535,1569207,256001,845735,127030,1562953,124796,433976
27212,AUSEU,352119,854506,1588600,536000,205614,1615062,1700109,369393,1140718,54404,1348467,30730,253261
27285,AVRAM IANCU,316579,775815,1944529,517000,205788,2093250,1193157,417546,796509,8164,1775019,11200,124545
27329,BALC,234953,824978,2393899,617000,893493,2368014,1738456,498980,736780,19223,2084590,24986,249789
27383,BATAR,372187,1258603,3278033,943000,16616,3371888,2304294,354340,1119237,0,3528574,9457,600628
27436,BIHARIA,2609385,517277,1780835,117000,801691,2045137,1936563,199006,1230420,275280,1641569,6613,591267
27506,BOIANU MARE,79424,457253,1015476,525540,787,1173701,320372,82047,482420,0,784762,0,17000
27560,BOROD,453201,1051131,2644385,789000,203684,2615180,2062951,494420,851250,5301,2458348,0,168562
27631,BORS,7205844,530776,2417830,191000,34541,2853590,3714074,361621,1497047,0,2579077,1535,1208016
27686,BRATCA,647910,1471987,3835042,1402720,335651,3964058,2575973,402638,1330585,280681,3656863,77834,535239
27757,BRUSTURI,231608,1063928,1904126,813000,11678,2001906,1312336,206772,775388,0,1623680,89111,108687
27846,BUDUREASA,201352,780758,1558969,474000,174966,1950092,1069070,150084,711740,0,1317377,118683,220728
27908,BUDUSLAU,97000,626381,1215078,381000,1188999,1421072,1063397,56903,564322,0,1322594,0,62052
27935,BULZ,659773,474966,1576348,340750,142528,1958441,1243661,138494,746461,133850,1309595,8523,38639
27971,BUNTESTI,390373,1098350,2496168,718000,132821,2793019,1803834,216947,1164185,0,2052629,0,383086
28077,CABESTI,172058,640156,1268380,400000,42479,1672570,972641,55951,508540,0,1097614,0,33884
28139,CAPALNA,76012,432648,790057,401000,781567,1134768,601276,76102,747239,74680,608556,0,71299
28193,CARPINET,122216,704091,1077003,475900,96208,1665217,520529,18433,858120,0,647433,0,710121
28246,CEFA,494320,663769,1260254,431000,67948,1450971,1064651,181236,1311109,4238,1106774,0,256054
28335,CEICA,177690,963642,2289062,695000,204788,2614715,1294029,313271,843822,48895,1815564,94699,180346
28415,CETARIU,131019,790611,1092725,396000,350,1376861,914456,224888,716228,0,987940,0,227505
28497,CHERECHIU,126903,683892,1521603,454000,115909,1623927,956082,261320,741455,10642,1802419,0,64021
28530,CHISLAZ,350483,894363,1920358,533960,173231,2065620,1068846,372094,794008,96711,1872580,13099,356185
28610,SANIOB (CIUHOI),164442,704069,1368673,503000,60291,1516150,699347,227396,803314,128616,1347711,0,65068
28665,CIUMEGHIU,431003,976403,2226753,674000,39485,2324558,2443385,458844,1112282,0,2025811,5291,631200
28709,CAMPANI,149783,775859,1175146,458000,1117476,1518125,1159680,204058,1305170,17152,867347,0,60158
28763,COCIUBA MARE,186317,906613,1355554,581000,10494,1553346,863142,190438,742356,0,1117982,0,436641
28816,COPACEL,163889,743408,1488638,518680,2162654,1427598,728485,372240,1048080,12297,1232547,0,74000
28889,CRISTIORU DE JOS,66207,512330,820761,233000,42966,1053556,1028867,95349,629384,137900,823351,0,262129
28941,CURATELE,132540,754209,1191570,544000,15759,1612606,1205905,33706,546033,59033,751526,0,568536
29001,CURTUIUSENI,227740,959701,1897226,677000,40964,2288409,991850,235241,1079048,0,1711548,0,454017
29038,DERNA,131573,696167,1614699,479000,2036786,1849944,558364,187379,613072,52449,1314851,179606,34032
29092,DIOSIG,1314366,1552138,3740003,957260,1107031,3914462,1703548,514203,1481623,130144,3538816,38170,1100191
29154,DOBRESTI,571037,1108161,4176702,782200,725273,4034751,2286648,364181,835759,3798,3788816,55423,111442
29243,DRAGANESTI,1931835,107177,1366316,127000,901210,1742786,819412,195552,974366,0,1333698,0,222280
29341,DRAGESTI,120295,796486,1791598,522000,65665,1705040,870514,326790,541693,0,1574296,86798,69484
29403,FINIS,243507,765975,2467405,567000,1281601,2513662,980131,392703,928840,0,1808025,0,463320
32195,GEPIU,277030,406099,934851,342000,2551526,1099425,892612,171065,732797,17830,752142,0,356674
29467,GIRIS DE CRIS,363180,883013,1374623,593000,1126795,1634713,898579,233008,752701,68804,1407999,0,125175
29519,HIDISELU DE SUS,360564,864332,1714392,551000,2491,1851014,1263247,355397,863213,23175,1556966,0,250878
29573,HOLOD,243465,807282,1569223,852230,681028,2004303,1242899,258752,1286643,67806,1307862,19119,167606
29662,HUSASAU DE TINCA,293602,740429,1512708,579000,1424690,1529559,1102118,434875,807875,0,1333984,0,373001
29724,INEU,202660,1002945,2757605,737000,1274682,2529787,1637145,576219,820976,141785,2431302,0,105543
29760,LAZURI DE BEIUS,99198,666727,778850,384000,2253538,1074174,766430,164909,731443,56109,539691,23054,130140
29813,LAZARENI,155251,864308,2147775,701999,27718,2161645,864949,329589,836991,0,1675066,0,137851
29902,LUGASU DE JOS,358006,910558,1847468,794000,380162,1791463,3043276,481845,837751,10993,1548021,0,597301
29948,LUNCA,277957,789615,951449,618150,803545,1395298,1469973,150305,770415,33499,727531,99856,439061
30014,.MADARAS,817068,539862,1373308,356000,48462,1637042,2274398,308414,1844433,11087,1207232,0,671991
30069,MAGESTI,221372,786658,1281297,561440,1310137,1412974,1522699,314634,617248,94912,1064345,0,99376
